content,ground
"Size M quá bé @@ 48kg shop báo size M thoải mái, mà mặc vừa bị ngắn vừa bị chật",0
áo tệ quá,0
Phục vụ tốt,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Cho shop 5 sao,1
"Sản phẩm quá tệ, shop bán hàng ko có lương tâm nghề nghiệp, hàng như này vẫn già mồm bảo y hình 😂 ai mua bị như mình thì cứ đổi trả qua Shopee nhé",0
Chất lượng sản phẩm tạm được,1
Sẽ ủng hộ shop trong thời gian tới <3,1
Shop phục vụ tốt,1
Giá quá ok,1
Giao hàng nhanh hàng đẹp chuẩn y hình 😍,1
Chất lượng sản phẩm tạm được Shop phục vụ tạm được Đóng gói sản phẩm tạm được,1
Giao hàng đầy đủ,1
Mua 2 lần rồi.Quá hài lòng.áo khoác đến áo thun rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn,1
Lần nào mua của shop cũng được tặng kèm dây buộc tóc cute 👍,1
Ko dám mặc luon,0
Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Giá cả chấp nhận được Chất lượng sản phẩm tốt,1
Minh đặt quần ngắn mà giao quần dài.,0
Shop phục vụ rất tốt,1
Chất lượng sản phẩm tuyệt vời chỉ thừa nhiều,0
"Phần số in trên áo chưa ổn lắm nhưng k ảnh hưởng j cả, dù sao thì chất lượng sản phẩm rất tốt, rất đáng tiền",1
"Mút xẹp, không đứng form, giống hình",1
Mặc lên thoải mái ko bị bó quá,1
Tuy nhiên chất liệu hơi cứng,0
Tốt ngoài mong đợi,1
Buồn cái là freesize nên mình mặt hơi ngắn chút :3,0
Áo rất rất rất đẹp,1
"Không chê vào đâu được, shop làm việc rất chứ đáo",1
Vãi xấu lại còn mỏng,0
Rất đáng tiền,1
Chủ shop rep tin nhắn khá nhiệt tình 😍😍,1
"Hàng đúng như hình, đẹp lắm, vải hịn 😍😍😍",1
Áo chất rất thích,1
Chất lượng sản phẩm tạm được chữ bị lỗi,0
Chất lượng sản phẩm tuyệt vời👍❤️,1
So sexyyyyyyyyyyyyy,1
"quần đẹp, màu ưng ý, đóng gói cẩn thận. rất vừa lòng",1
Giày đẹp giao nhanh như tên lửa luôn,1
Sẽ ủng hộ shop,1
"Giao thiếu 1b 80k , mà im re",0
"Chất lượng sản phẩm tuyệt vời, có cả hộp nữa, Rất đáng tiền",1
"Ít nhất cx phải có 2-3 mẫu chứ, rất muốn trả lại hàng",0
Giống hàng nhái vậy,0
"Áo hơi ngắn so với mình, đo chiều dài tầm 2,5 gang tay",0
"Sản phẩm này hình như có liên kết với bên sữa Mornaga thì phải, mình thấy có logo sữa song song với Calbee",0
Sẽ ủng hộ shop dài dài,1
Rất ok shop ak sẽ ủng hộ thêm cho shop nữa ak,1
Chị giao hàng rất thân thiện..,1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm tuyệt vời Rất đáng tiền,1
Chất cũng được,1
Đồ shop khá ok,1
Đóng gói sản phẩm rất đẹp và chắc chắn.chất lượng Chất lượng sản phẩm tuyệt vời,1
Giày hơi dơ,0
Đẹp,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,ngàn 🌟 cho shop luôn. 😊😊😊",1
"Áo xinh lắm mấy chế ơi.... chất lượng vải rất tốt, đường may cẩn thận",1
"Cảm quan đầu tiên là chất được, còn fai xem thời gian sử dụng có đc k đã",1
Tay áo bên phải bị xoắn thọt tay ra vào rất khó,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,1
Đóng gói sản phẩm chắc chắn,1
Máy chụp rất ok,1
goood,1
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Giá rẻ,1
Bình cũng ok,1
Váy đẹp nha,1
Rất đáng tiền,1
Vải hơi xấu xứng với tiền bỏ ra,0
Chất lượng sản phẩm tuyệt vời,1
Cotton len mềm mịn mát tay,1
Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm tuyệt vời,1
Sẽ ủng hộ shop tiếp ❤,1
Chất lượng sản phẩm đúng như hình Đóng gói sản phẩm tạm được,1
Ship ko đúng màu,0
Phải nói là sp của shop wuas ưng ý luôn ạ,1
"Áo đẹp, ôm người, tôn dáng",1
Đai lưng vải mềm nhưng hơi nhỏ so với cạp váy,0
Vẫn ưng như ngày đầu Chất lượng sản phẩm tuyệt vời Rất đáng tiền,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn..vừa rẻ vừa đẹp..phục vụ tốt ạ,1
Chất lượng sản phẩm tuyệt vời,1
Thời gian giao hàng hơi chậm nhưng Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn,1
Mặc dù chờ hơi lâu nhưng sản phẩm rất tốt =))),1
Chất lượng sản phẩm tuyệt vời,1
Tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,1
Rất đáng tiền,1
Mua lần t3 vẫn tuyệt vời,1
"Đóng gói hàng cẩn thận, giao hàng siêu nhanh, áo siêu đẹp... sẽ ủng hộ shop dài dài",1
Không giống hình mẫu,0
Quần chất đẹp cực :)) lần đầu mua quần legging mà chất vải lạ lạ nhưng mặc rất thích,1
Ngoài chợ bán 35k nhưng lại đẹp hơn rất nhiều của shop,0
Chất lượng phù hợp với giá tiền,1
"Chất lượng sản phẩm tuyệt vời, balo rất đẹp, nhưng mình không ngờ nó to đến thế 😂",1
Giao hàng nhanh,1
Rất không thích đơn vị giao hàng vì những con sâu làm rầu nồi canh.,0
Hàng đẹp nha mn tự tin mua nhé,1
Shop sơ suất quá,0
Chất lượng sản phẩm khá tốt,1
Thất vọng cái áo tay jean vải không phải vải trơn như,0
"Chân váy đẹp lắm chị ạ, mặc vừa khít, cảm ơn chị nhiều, rất nhiệt tình, chúc chị bán được nhiều hàng",1
Sản phẩm xinh khỏi nói áo chất liệu vải thích quá trời gặp nhân viên còn dễ thương nữa 😗😗 giao hàng nhanh như gió 🤣🤣 lấy hàng còn được shop ghi thư cảm ơn riêng ^^ ( chữ đẹp ) 10 đ 10đ,1
"Hàng y hình, mặc cực ưng luôn là đằng khác ><",1
Bao quat la ok nhung đong thì k ổn mình mua 4đoi shop k cho vào túi,1
"Vải đẹp, đường may được, áo freesize rất rộng may kiểu unisex",1
Hàng i hình 😍😍😍,1
Giao hàng siêu nhanh sáng đặt chiều có luôn bỉm mềm êm mới đóng nên k biết hút có tốt k,1
Sẽ ko quay lại với shop nữa,0
Hàng đẹp y hình,1
"Vải áo mịn, trắng, form áo rộng mặc thoải mái, mình 53kg",1
"Đồ đẹp lắm, có điều mua nhiều mà không được tặng tất :(((",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Hàng đẹp lắm nha shop ưng ý vô cùng,1
Nhiều chỉ thừa,0
Quà rất dễ thương :),1
"Chất lượng sản phẩm tuyệt vời, tư vấn nhiệt tình, love U!",1
Đã nhận hàng và mặc rất ưng ý,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền,1
"Váy chất xấu, nhìn khác hình nhưng ok so với giá",1
"sản phẩm rất ok, kể cả áo trong của nữ chất vải cũng mềm đẹp, mang lên sang chảnh, tui mình diện đi sinh nhật ai cũng khen đẹp đôi, nói chung là rất hài lòng",1
Rộng tí nửa thì OK,1
Đường chỉ may không chắc,0
Chất lượng sản phầm tốt,1
"Váy rất đẹp, giống như hình",1
"Áo đẹp, mặc rất ok",1
"Áo đẹp y hình.Chị chủ shop xg,zt tư vấn nhiệt tình lém ạ....quý chị lắm lun😍😍😍 Cảm ơn chị",1
Mong ad điều chỉnh lại,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh chưa sử dụng nhi7ng nhìn chug ổn,1
"Hàng rất đẹp, chất lượng có vẻ tốt, sạc nhanh ( vì cũng mới cắm sạc thử chứ chưa dùng lâu )",1
form áo khác trên hình và chất siêu mỏng,0
Áo đúng như hình,1
Chất vải tạm đc nhưng giá đấy là ok rồi,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng quần hơi bị rộng,1
Shop phục vụ rất tốt,1
"Đặt hàng 34h sau nhận được, nhanh đó",1
lần đầu mua quần áo trên shoppe mà ok kinh luôn 5 sao,1
Rat ung y,1
Vừa vặn,1
Chất lượng vừa giá tiền,1
Vải không bay màu sau lần giặc đầu tiên,1
Hàng đẹp :),1
"Đủ hàng, đúng mẫu đã đặt, rất tốt",1
"Chat lieu hoi mong 1 chut, Shop phục vụ rất tốt Thời gian giao hàng rất nhanh",1
Mình rất thích những chiếc quần đc bọc riêng từng túi theo kiểu Nhật như thế,1
"Chủ shop dễ thương, tư vấn nhiệt tình",1
đẹp❤,1
That vong kinh khung,0
Hơi mỏng :)) k như mong đợi,0
Áo đẹp hơn mình nghĩ =)))))))))))))) Chất áo với dáng ok lắm ạ,1
"Rất hài lòng về chất lượng sản phẩm, vải đẹp và in đẹp",1
Mỗi tội bị lỗi,0
"Nút tắt bị liệt, đèn k sáng",0
Phản hồi khách hàng nhiệt tình,1
Quá đẹp so vs tiêu chuẩn,1
Chưa dùng nên chưa biết chất lượng ra sao nhưng đóng gói sp tốt,1
Chất lượng sản phẩm tuyệt vời,1
Vải tốt giá cả ok .Siêu siêu đẹp😘😘😘😘,1
Hang đẹp ok,1
"hàng giao k có móc hình gấu, chất da ok ,đường may đẹp, khóa hơi dít chút. chất lượng tốt so vs giá thành",1
"Trời ơi nhận đc hàng mà nhảy cẫng lên luôn y, hàng đẹp kinh khủng luôn",1
Tư vấn quá ok,1
Shop phục vụ rất nhanh chóng và nhiệt tình nha mấy chế,1
Mặc vào đau phần nách,0
"Ăn giòn, ngon",0
"ÁO rất đẹp vượt ngoài mong đợi, vải đẹp ko nhăn, vì là vai voan nên hơi mỏng nhưng nếu mặc áo trong ko qua nổi thì vẫn an toàn nhé m.n, shop rất nhiệt tình với khách",1
Đóng gói sản phẩm rất kém Túi bên ngoài thì bị rách hết,0
Chất lượng sản phẩm tuyệt vời cực kì ưng ý,1
Thất vọng...,0
Chất lượng tam duoc,0
Thank shop😊,1
Áo đẹp giống hình chất vải ổn so với giá mình rất ưng sẽ ủng hộ shop,1
"cặp rất đẹp, shop tư vấn nhiệt tình",1
Rất đáng tiền :)),1
Chưa có shop nào làm tôi hài lòng như shop này,1
"Tem mác đầy đủ,đóng gói cẩn thận chắc chắn,mua sạc dự phòng của shop nhiều lần rồi nên rất yên tâm",1
"mình rất hài lòng, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn",1
Chất lượng sản phẩm rất kém,0
"Chất lượng sản phẩm rất kém đóng gói thì ok, tôi khuyên các bạn ko nên mua sản phẩm này",0
Shop hỗ trợ rất nhiệt tình,1
"Cùn, bấm mãi không thủng",0
Giá lại rẻ,1
Váy bị lỗi hở đường mai,0
Mừng quá trời,1
Mua 2 cái giống nhau khác màu gửi 2 cái khác hẳng kiểu với chất lượng,0
Nói chung rất đáng tiền <3,1
Số 0913835125 --- Chất lượng sản phẩm rất kém,0
😍vải đẹp lắm ạ ♥ ♥,1
"Không như hình vì chỉ có 2 khóa, nhưng thôi cho 4 sao, mong lần sau shop phục vụ tốt hơn",1
Tuy nhiên với giá tiền này thì chất lượng lý,1
Shop rất nhiệt tình,1
Thái độ với khách quá tệ,0
Giá cả phù hợp với chất lượng,1
"Hàng ko giống hình,ren và áo lại 2 màu trắng khác nhau,mình rất ko ưng,chất vải cũng bt",0
Sản phẩm đẹp hơn cả mong đợi,1
K hài lòng về màu sắc vì sp bị trùng lặp màu nhiều,0
Tuyệt zời ông mặt trời,1
Mới dùng thử máy chạy yếu,0
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Lại còn được tặng 1 dây buộc tóc nữa ạ,1
Áo bị lỗi,0
Chất lượng sản phẩm rất kém hàng quá tệ đặt màu hồng mà gửi màu mắm ruốc thất vọng,0
Giao k đúng hàng thu thêm tiền mà k thông báo vs khách hàng,0
Đẹp hơn mong đợi,1
Cảm ơn shop nhiều,1
Shop phục vụ tốt,1
Ship siêu nhanh,1
Ncl ưng,1
Phân vân màu mãi cuối cùng chọn đen,1
Mình khoác lên chụp vội thôi =)),0
,0
"Hình in rõ nét, shop làm việc có tâm, thanks shop",1
Chất lượng sản phẩm tuyệt vời,1
Sản phẩm đẹp như hình,1
Thái độ của shop rất tốt nên vẫn cho 5 sao,1
mong shop có xử lí nhanh nhạy hơn khi khách hàng k hài lòng,0
"Dùng tốt, không có hdsd",1
Chất lượng sản phẩm đẹp,1
Giao áo sai mẫu rách,0
Sẽ tiếp tục ủng hộ shop,1
42kg mặc chật trong khi drom 55 kg🙂,0
Áo đẹp giống hình vãi ok,1
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhan,1
Chất lượng sản phẩm ok,1
Phù hợp với tiền,1
"Vô trách nhiệm, rất vô trách nhiệm",0
Sản phẩm sale nên k chú ý đến chất lượng thì phải.có hai vết ố nhỏ 😑 Thời gian giao hàng nhanh,0
"Mình thấy chất được, mềm và mát",1
Bố t thích áo này lắm y,1
Đóng gói sản phẩm rất kém Shop phục vụ rất kém Shop phục vụ rất kém,0
Mn mua cứ yên tâm về chất áo nhé😊,1
"áo phù hợp giá tiền, k biết giặt có bị ra màu k, mình 1m60 44kg mặc size L rộng thênh thang luôn may shop không tư vấn là mua XL luôn r, mặc M có lẽ ok hơn, 5* cho sự nhiệt tình của shop",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp lắm ạ ủng hộ shop thêm cho 100 sao..,1
Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm tuyệt vời,1
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn,1
Chất vải dày dặn form rộng,1
Vải ok ma quá rộg lun,1
2 lần đặt áo và cả 2 lần đều ưng ý,1
Áo đẹp,1
Shop rất rất dễ thương ❤️❤️❤️,1
Không như giới thiệu,0
"Áo Chất đanh, hok bai xù hay sổ lông mặc thích lắm luôn",1
"Chủ shop thân thiện, có cả thiệp cảm ơn rất đáng yêu",1
"Áo đẹp, shop nhiệt tình tư vấn :-)",1
"Đồ đẹp, đóng gói cẩn thận, chắc chắn",1
Cho shop 5* vì độ nhiệt tình,1
Ko đúng với kiểu gấu trong hình,0
Sp được,1
Điểm ưng nhất ờ shop là shop rất thân thiện,1
Cảm ơn shop,1
"Hang kém chat lượng,",0
"Chất lượng sản phẩm tuyệt vời,hàng ok nha,ai chưa mua thì tin tưởng mua đc,chất dày dặn ok lắm",1
Đẹp quá chị ơi !!!!!!,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Áo rất đẹp, chất nhung mịn",1
"Thời gian giao hàng rất nhanh, Rất đáng tiền",1
Quá là ok :))),1
"đặt xanh rêu mà giao sọc xám, mặc rất ok chỉ hơi buồn vì k đúng màu. các mẫu còn lại đúng màu đúng dáng Đóng gói sản phẩm rất đẹp và chắc chắn",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
"Áo giống hình, vái áo bên ngoài đẹp, mịn, sờ êm tay, màu đen tuyền, lì nhám, ko bóng; vải bên trong là vải dù thông thường",1
Chất lượng sản phẩm tuyệt Shop phục vụ rất tốt,1
Sản phẩm đẹp shop tư vấn nhiệt tình,1
Sẽ ủng hộ shop dài dài nạ,1
"Lúc đặt hàng thì không nói cần cọc card, 3 ngày sau mới nói",0
"sản phẩm mỏng, ko đẹp như mong đợi",0
Giày rất ok,1
mình đã lấy 11 chiếc của shop . cảm thấy ưng ý. hàng đẹp,1
Sản phẩm k bị ảnh hưởng,1
bị rách nách và vai áo 😔,0
"Áo mặc đep, ôm sát vừa vặn",1
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời i,1
"Áo dày, chắc, cầm nặng tay; dáng dài, mặc giấu quần oke, rất đáng tiền",1
Rất đáng tiền nhung thoi gian shop gui hang cham,1
Thời gian giao hàng nhanh,1
Hang dep lam shop,1
Mjh rat thjch,1
"Vai dep, ko dày ko mỏng",1
Áo đẹp chất đẹp mặc lên rất ưng ý :) mua 1 lần là muốn quay lại,1
Ảo đẹp mê lun,1
"Date mới, không có vấn đề gì.Thanks shop",1
Mẫu mã y hình,1
Mình mua hàng của hebe shop thấy hàng đúng hình chất liệu đẹp,1
Tks shop nhé,1
Hàng đẹp phù hợp với giá tiền,1
"balo nhỏ hơn nhiều so vs số đo trong phần giới thiệu sp, vải mềm, dễ thấm nước, vải quá mềm và mỏng khiến balo ko đứng đc, khá thất vọng khi nhận đc sp",0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
"Bộ chất được, mềm mại",1
"Chị chủ dễ thương tư vấn nhiệt tình, áo mặc đẹp",1
Rất đáng tiền <3,1
Hàng giao hơi chậm nhưng đẹp,1
Vải đẹp Do ạ trắng sáng luôn ý,1
Chất lượng sản phẩm tuyệt vời .Thời gian giao hàng rất nhanh.chủ shop nói chuyện dễ thương,1
Gấu dễ thương,1
Giấy càng không gây chói mắt,1
Nhắn tin phản ánh shop onl nhưng ko trả lời,0
Quần xinh 😚,1
Mặc rất đẹp,1
"Vừa vặn , thoải mái",1
"Giá tốt, áo xinh, bạn nào có ngực mặc áo cài trước gom ngực đẹp",1
Chất lượng sản phẩm tuyệt vời. còn dc tặng thêm tảo viên va bóp 500k nua . tks shop nhé,1
Mặc nóng,0
Shop phục vụ rất tốt,1
"Shop giao ko đúng sản phẩm, mình báo đổi trực tiếp và phụ phí ship cho nhanh",0
Nói chung hài lòng về túi,1
Ship nhanh,1
Rộng thùng thình và mỏng vải,0
Đã mua của shop vài lần rất ưng về chất lượng và giá lại rẻ,1
Màu ngoài ko giống trong ảnh nhưng chất lượng khá ok với giá,1
Chất lượng sản phẩm tuyệt vời,1
"Vừa khít bụng mình mà không bị hằn,cấn",1
Shop phục vụ rất kém,0
Sản phẩm giống hình :)),1
"Quần đẹp, đường may chắc chắn, vải mịn, quần đc đóng gói trong hộp nhìn rất sang",1
Sản phẩm dẹp giá cả phải chăng đáng đồng tiền mua,1
Chúc shop làm ăn phát đạt,1
"chị chủ rất rất tuyệt, đồ đẹp, chất xịn, cảm ơn chị ❤️",1
Sp tuyệt vời,1
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền Shop phục vụ rất kém,0
"Túi rác rất dai, dùng thích",1
Chất lượng trên cả tuyệt vời lun ý <3,1
Mình vốn dễ chịu nhưng k ưa cái cách phục vụ này,0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Chưa đến HD như quảng cáo,0
"Sản phẩm khá tốt, giao hàng nhanh",1
Ủng hộ shop dài dài,1
"Hàng đáng với giá tiền, chủ shop dễ thương lắm luôn ❤",1
"Thật là bức xúc từ khi mua trên shoppe tới giờ, bao nhiêu đơn hàng từ nhiều shop đều rất hài lòng",0
Giấy đểu,0
"Đẹp như hình, chất lượng sp tuyệt vời",1
"Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ",0
Hợp vơi giá,1
Bàn mỏng và thấp hơn so với bàn làm việc trung bình,0
Mềm môi,1
Shop phục vụ rất tốt Rất đáng tiền,1
"Chất lượng sp tuyệt vời, đợt tới m sẽ đặt thêm",1
Phù hợp vs giá Đóng gói sản phẩm tạm được,1
"Rất ngon, giòn giòn, hợp khẩu vị lắm",1
Đóng gói sản phẩm chắc chắn,1
Lần sau xin đóng gối cẩm thận hơn..,0
Sản phẩm đẹp Rất đáng tiền,1
"Capo siêu dễ thương, nhỏ nhắn",1
Lần nào mua hàng của c cũng ưng hết,1
Shop phục vụ khá tốt.cThời gian giao hàng nhanh,1
"Chất lượng sản phẩm tuyệt vời , Rất đáng tiền",1
Cảm ở vì quà của shop,1
Áo đẹp y hình mua lần 6 món món nào cũng ok,1
"Quần rất đẹp nhưng không vừa, nghe shop quảng cáo free size 57kg đổ lại nên mình mua luôn 5 cái, mình chỉ 52kg, mình nghĩ quần này thoải mái cho bạn nào vòng 3 dưới 85cm và cân nặng tầm 48kg đổ lại",0
Chất lượng sản phẩm tuyệt vời Áo rất đẹp và ấm mặc vừa in,1
"Đóng gói sản phẩm tốt, giao hàng nhanh và thái độ phục vụ rất tốt",1
Chứ giây nhận méo k đẹp gì ca Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,1
"Rất đáng tiềnVải đẹp nè, đáng tiền",1
"Thái độ của shop raat tốt, tư vấn đầy đủ cho khách",1
Sản phẩm ổn,1
Chị chủ shop thì đáng yêu tư vấn kĩ càng,1
"Chất lượng sản phẩm tốt, đóng gói sản phẩm ok, giao hàng chậm",1
Mình rất ưng ý,1
Đóng gói sản phẩm chắc chắn,1
Mỗi tội cái vỏ nilon bên ngoài hơi bẩn 1 tý thui,0
Chất lượng sản phẩm rất kém vải ko giống hình mặc vào rất ngứa kém Rất không đáng tiền,0
"Đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh",1
Rất đáng tiền,1
Sp phù hợp giá tiền,1
"Nhưng vải áo mịn, dày đúng chuẩn nha",1
Hàng đẹp,1
From áo đẹp chất vãi hơi thô Thời gian giao hàng rất nhanh,1
"Cái bọc đựng đồ không lành lặn, người giao hàng nói chuyện khó nghe k thiện cảm",0
Huhu,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Sp giống hình, đẹp",1
quần với áo chất vải ok,1
E đặt 23 cái mà shop giao cho e thiếu 2 cái như trên v mà giá tiền vẫn là giá của 23 cái,0
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh áo cực bự luôn ạ, mua đáng đồng tiền luôn nha",1
Mặc đã hơn mấy áo 2 trăm ngàn e mới mua 😂,1
"Hàng đẹp, chỉ có giao hàng quá lâu thôi",1
shop phục vụ rất tốt❤️,1
Sẽ mua lần 2 😂😂,1
Giao hàng rất nhanh,1
"M đã note là màu trắng đen đỏ , shop lại giao màu kem đen đỏ mình không hài lòng",0
Đen nhìn 0 đẹp như hình,0
Chất lượng rất tốt,1
Nhưng nhìn chung đẹp,1
Shop đóng gói sp rất kỹ và dùng hộp giấy siêu ciu. 😘,1
K giống hình .,0
"Chất lượng sản phẩm tuyệt vời , lên mua thêm đôi nữa❤",1
"Vì giá rẻ nên kh đòi hỏi gì, chỉ có cái shop cung cấp hình kh đúng với sản phẩm bán",1
Tuy rất tiếc vì ko nhận được hàng do lỗi của đơn vị vận chuyển nhưng vẫn đánh gia 5 star do shop phục vụ quá tốt,1
"Quần form ôm, đẹp, tôn dáng, đường may chắc chắn",1
Giao tùm lum size ko giao đúng sai nhu khách đat,1
Quần co giản rất tốt và dày nữa,1
Giao size lộn tùng tèo,0
Còn chặn luôn tài khoản của mình mà ko thèm đổi trả,0
"Mặc đi chơi không được, mặc ở nhà cũng không xong",0
Ship hàng thần tốc :)),1
Vẫn cho 5* vì sp xứng với giá $ :))))),1
Chất lượng sản phẩm rất kém Shop làm ăn ko uy tín gửi hàng ko đúng hình,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
còn được tặng thêm đôi tất màu hồng cuteee nữa chứ 💕💕,1
Em mà mua lần 2 thì shop bớt bớt cho em chút nhe,1
Nên mua nha mn,1
Chất lượng sản phẩm rất kém Mua một lần sợ luôn vải như vải khăn tang mỏng dính,0
Chủ shop nhiệt tình thân thiện,1
Shop đóng gói cẩn thận,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,1
Mình rất ưng ý,1
Áo lúc nhận .khác xa so với ảnh mẫu .logo bé tí .chất áo ko đẹp .nhắn tin cho shop về hàng lúc nhận ko thấy phản hồi lại .thiéu trách nhiệm .tóm lại là ko có lần 2,0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
Áo dùng ok,1
Giao hơi chậm,0
Lại còn rẻ nữa,1
chất liệu không đẹp lắm,0
Lần sau sẽ gé tiếp,1
"Shop phục vụ khá tốt, sản phẩm tương ứng giá tiền",1
"Mình 60kg size xl rộng, size L thì vừa vặn hơn",1
"Hơn 100k nhưng chất lượng rất tốt, sẽ mua thêm cái nữa",1
cảm ơn shop,1
"Form đẹp nhưng vải tạm thôi,bên ngoài là 2 mảnh vải thôi chứ không có đường may,mua phải sửa lại,gió bay phất phới như thả diều á",0
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, vải đẹp nhưng màu vải hơi tối",1
Vẫn vừa váy nhaaa,1
Thời gian giao hàng rất nhanh,1
Mong lần sau k bị hớ nữa,0
Mặc rộng rãi thoải mái,1
"Shop phục vụ rất tốt, mình sẽ ủng hộ shop dài dài dài...",1
Còn về hàng thì okie luôn :),1
Thank shop,1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng nhanh,1
"Rất đáng tiền,mn nên mua",1
Rách thấy mút ở trong,0
"Vải ổn, nhưng hơi mỏng",1
Vừa rẻ vừa đẹp,1
Shop nên để lưu ý để khách biết chừng mua,0
"Chất lượng hàng rất tốt,mn ủng hộ shop nhé ^^",1
Giao hàng không đúng mẫu Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém,0
"Thấy mùi thơm, êm",1
"Hàng đẹp, giao hàng nhanh, Chất lượng sản phẩm tuyệt vời",1
Mỏng nhẹ,1
Chủ shop thì quá nhiệt tình và dể thương,1
Đẹp lâm ạ ❣,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,1
Chất lượng sản phẩm tuyệt vời Rất đáng tiền,1
Nhưng vẫn cho 5 *,1
